time_s,undamped,underdamped,critical,overdamped
4.670000,-0.1411090042,0.0008570511,0.0000020827,0.0094583374
4.675000,-0.1452375107,0.0008460369,0.0000020524,0.0094227947
4.680000,-0.1493303985,0.0008349536,0.0000020225,0.0093873855
4.685000,-0.1533866637,0.0008238048,0.0000019931,0.0093521093
4.690000,-0.1574053116,0.0008125940,0.0000019641,0.0093169657
4.695000,-0.1613853567,0.0008013247,0.0000019355,0.0092819542
4.700000,-0.1653258228,0.0007900005,0.0000019073,0.0092470742
4.705000,-0.1692257436,0.0007786247,0.0000018795,0.0092123254
4.710000,-0.1730841626,0.0007672008,0.0000018522,0.0091777070
4.715000,-0.1769001336,0.0007557321,0.0000018252,0.0091432188
4.720000,-0.1806727207,0.0007442221,0.0000017986,0.0091088602
4.725000,-0.1844009988,0.0007326739,0.0000017724,0.0090746307
4.730000,-0.1880840534,0.0007210910,0.0000017466,0.0090405298
4.735000,-0.1917209813,0.0007094766,0.0000017212,0.0090065571
4.740000,-0.1953108907,0.0006978338,0.0000016961,0.0089727121
4.745000,-0.1988529010,0.0006861659,0.0000016714,0.0089389942
4.750000,-0.2023461436,0.0006744761,0.0000016471,0.0089054030
4.755000,-0.2057897619,0.0006627674,0.0000016231,0.0088719381
4.760000,-0.2091829113,0.0006510430,0.0000015994,0.0088385989
4.765000,-0.2125247596,0.0006393058,0.0000015761,0.0088053850
4.770000,-0.2158144872,0.0006275590,0.0000015532,0.0087722959
4.775000,-0.2190512875,0.0006158055,0.0000015305,0.0087393311
4.780000,-0.2222343665,0.0006040483,0.0000015082,0.0087064903
4.785000,-0.2253629437,0.0005922902,0.0000014863,0.0086737728
4.790000,-0.2284362517,0.0005805342,0.0000014646,0.0086411783
4.795000,-0.2314535369,0.0005687830,0.0000014432,0.0086087062
4.800000,-0.2344140592,0.0005570395,0.0000014222,0.0085763562
4.805000,-0.2373170927,0.0005453065,0.0000014015,0.0085441278
4.810000,-0.2401619253,0.0005335866,0.0000013810,0.0085120205
4.815000,-0.2429478595,0.0005218827,0.0000013609,0.0084800338
4.820000,-0.2456742119,0.0005101972,0.0000013411,0.0084481673
4.825000,-0.2483403139,0.0004985329,0.0000013215,0.0084164206
4.830000,-0.2509455117,0.0004868923,0.0000013022,0.0083847931
4.835000,-0.2534891664,0.0004752780,0.0000012833,0.0083532845
4.840000,-0.2559706542,0.0004636924,0.0000012645,0.0083218944
4.845000,-0.2583893664,0.0004521381,0.0000012461,0.0082906222
4.850000,-0.2607447099,0.0004406175,0.0000012279,0.0082594674
4.855000,-0.2630361071,0.0004291329,0.0000012100,0.0082284298
4.860000,-0.2652629960,0.0004176866,0.0000011924,0.0081975088
4.865000,-0.2674248305,0.0004062811,0.0000011750,0.0081667040
4.870000,-0.2695210804,0.0003949186,0.0000011578,0.0081360150
4.875000,-0.2715512316,0.0003836013,0.0000011409,0.0081054413
4.880000,-0.2735147862,0.0003723315,0.0000011243,0.0080749824
4.885000,-0.2754112626,0.0003611111,0.0000011079,0.0080446381
4.890000,-0.2772401959,0.0003499425,0.0000010917,0.0080144077
4.895000,-0.2790011374,0.0003388277,0.0000010758,0.0079842910
4.900000,-0.2806936552,0.0003277686,0.0000010601,0.0079542874
4.905000,-0.2823173344,0.0003167673,0.0000010446,0.0079243966
4.910000,-0.2838717766,0.0003058259,0.0000010294,0.0078946181
4.915000,-0.2853566007,0.0002949461,0.0000010143,0.0078649515
4.920000,-0.2867714425,0.0002841299,0.0000009995,0.0078353964
4.925000,-0.2881159551,0.0002733790,0.0000009849,0.0078059524
4.930000,-0.2893898086,0.0002626955,0.0000009706,0.0077766190
4.935000,-0.2905926908,0.0002520809,0.0000009564,0.0077473958
4.940000,-0.2917243066,0.0002415370,0.0000009424,0.0077182824
4.945000,-0.2927843784,0.0002310655,0.0000009287,0.0076892785
4.950000,-0.2937726464,0.0002206681,0.0000009151,0.0076603835
4.955000,-0.2946888680,0.0002103464,0.0000009017,0.0076315971
4.960000,-0.2955328187,0.0002001019,0.0000008886,0.0076029189
4.965000,-0.2963042915,0.0001899362,0.0000008756,0.0075743485
4.970000,-0.2970030971,0.0001798507,0.0000008628,0.0075458854
4.975000,-0.2976290642,0.0001698470,0.0000008502,0.0075175293
4.980000,-0.2981820393,0.0001599265,0.0000008378,0.0074892798
4.985000,-0.2986618867,0.0001500905,0.0000008255,0.0074611364
4.990000,-0.2990684888,0.0001403403,0.0000008135,0.0074330987
4.995000,-0.2994017458,0.0001306774,0.0000008016,0.0074051664
5.000000,-0.2996615761,0.0001211029,0.0000007899,0.0073773391
5.005000,-0.2998479158,0.0001116181,0.0000007783,0.0073496164
5.010000,-0.2999607194,0.0001022242,0.0000007670,0.0073219978
5.015000,-0.2999999591,0.0000929223,0.0000007557,0.0072944830
5.020000,-0.2999656253,0.0000837136,0.0000007447,0.0072670716
5.025000,-0.2998577264,0.0000745991,0.0000007338,0.0072397632
5.030000,-0.2996762890,0.0000655800,0.0000007231,0.0072125575
5.035000,-0.2994213574,0.0000566571,0.0000007125,0.0071854540
5.040000,-0.2990929942,0.0000478316,0.0000007021,0.0071584523
5.045000,-0.2986912800,0.0000391042,0.0000006918,0.0071315521
5.050000,-0.2982163133,0.0000304760,0.0000006817,0.0071047530
5.055000,-0.2976682105,0.0000219478,0.0000006718,0.0070780545
5.060000,-0.2970471060,0.0000135204,0.0000006619,0.0070514565
5.065000,-0.2963531523,0.0000051946,0.0000006523,0.0070249583
5.070000,-0.2955865194,-0.0000030288,0.0000006427,0.0069985598
5.075000,-0.2947473954,-0.0000111491,0.0000006333,0.0069722604
5.080000,-0.2938359861,-0.0000191655,0.0000006241,0.0069460599
5.085000,-0.2928525150,-0.0000270775,0.0000006149,0.0069199578
5.090000,-0.2917972232,-0.0000348843,0.0000006059,0.0068939538
5.095000,-0.2906703697,-0.0000425855,0.0000005971,0.0068680475
5.100000,-0.2894722307,-0.0000501804,0.0000005883,0.0068422386
5.105000,-0.2882031001,-0.0000576685,0.0000005797,0.0068165267
5.110000,-0.2868632891,-0.0000650493,0.0000005712,0.0067909114
5.115000,-0.2854531264,-0.0000723224,0.0000005629,0.0067653923
5.120000,-0.2839729577,-0.0000794873,0.0000005546,0.0067399692
5.125000,-0.2824231460,-0.0000865436,0.0000005465,0.0067146415
5.130000,-0.2808040715,-0.0000934910,0.0000005385,0.0066894091
5.135000,-0.2791161312,-0.0001003291,0.0000005306,0.0066642715
5.140000,-0.2773597391,-0.0001070576,0.0000005229,0.0066392283
5.145000,-0.2755353259,-0.0001136763,0.0000005152,0.0066142792
5.150000,-0.2736433390,-0.0001201848,0.0000005077,0.0065894239
5.155000,-0.2716842425,-0.0001265831,0.0000005003,0.0065646620
5.160000,-0.2696585168,-0.0001328708,0.0000004929,0.0065399932
5.165000,-0.2675666586,-0.0001390478,0.0000004857,0.0065154170
5.170000,-0.2654091811,-0.0001451141,0.0000004786,0.0064909332
5.175000,-0.2631866133,-0.0001510694,0.0000004716,0.0064665415
5.180000,-0.2608995004,-0.0001569138,0.0000004647,0.0064422413
5.185000,-0.2585484031,-0.0001626472,0.0000004579,0.0064180325
5.190000,-0.2561338981,-0.0001682696,0.0000004512,0.0063939147
5.195000,-0.2536565776,-0.0001737809,0.0000004446,0.0063698875
5.200000,-0.2511170491,-0.0001791813,0.0000004381,0.0063459505
5.205000,-0.2485159353,-0.0001844708,0.0000004316,0.0063221036
5.210000,-0.2458538743,-0.0001896495,0.0000004253,0.0062983462
5.215000,-0.2431315189,-0.0001947174,0.0000004191,0.0062746781
5.220000,-0.2403495366,-0.0001996749,0.0000004130,0.0062510990
5.225000,-0.2375086099,-0.0002045219,0.0000004069,0.0062276085
5.230000,-0.2346094353,-0.0002092587,0.0000004009,0.0062042062
5.235000,-0.2316527240,-0.0002138856,0.0000003951,0.0061808919
5.240000,-0.2286392010,-0.0002184027,0.0000003893,0.0061576652
5.245000,-0.2255696054,-0.0002228104,0.0000003836,0.0061345257
5.250000,-0.2224446899,-0.0002271089,0.0000003780,0.0061114733
5.255000,-0.2192652210,-0.0002312985,0.0000003724,0.0060885074
5.260000,-0.2160319785,-0.0002353796,0.0000003670,0.0060656279
5.265000,-0.2127457551,-0.0002393525,0.0000003616,0.0060428343
5.270000,-0.2094073570,-0.0002432176,0.0000003563,0.0060201264
5.275000,-0.2060176027,-0.0002469754,0.0000003511,0.0059975038
5.280000,-0.2025773236,-0.0002506261,0.0000003459,0.0059749663
5.285000,-0.1990873635,-0.0002541703,0.0000003408,0.0059525134
5.290000,-0.1955485782,-0.0002576084,0.0000003358,0.0059301449
5.295000,-0.1919618356,-0.0002609410,0.0000003309,0.0059078604
5.300000,-0.1883280153,-0.0002641685,0.0000003261,0.0058856597
5.305000,-0.1846480085,-0.0002672914,0.0000003213,0.0058635425
5.310000,-0.1809227177,-0.0002703102,0.0000003166,0.0058415083
5.315000,-0.1771530565,-0.0002732256,0.0000003119,0.0058195569
5.320000,-0.1733399494,-0.0002760382,0.0000003074,0.0057976881
5.325000,-0.1694843315,-0.0002787484,0.0000003029,0.0057759014
5.330000,-0.1655871485,-0.0002813570,0.0000002984,0.0057541965
5.335000,-0.1616493561,-0.0002838645,0.0000002940,0.0057325733
5.340000,-0.1576719199,-0.0002862716,0.0000002897,0.0057110313
5.345000,-0.1536558156,-0.0002885789,0.0000002855,0.0056895702
5.350000,-0.1496020279,-0.0002907872,0.0000002813,0.0056681898
5.355000,-0.1455115510,-0.0002928972,0.0000002772,0.0056468897
5.360000,-0.1413853882,-0.0002949095,0.0000002731,0.0056256697
5.365000,-0.1372245513,-0.0002968249,0.0000002691,0.0056045294
5.370000,-0.1330300608,-0.0002986440,0.0000002651,0.0055834686
5.375000,-0.1288029453,-0.0003003678,0.0000002612,0.0055624869
5.380000,-0.1245442416,-0.0003019969,0.0000002574,0.0055415841
5.385000,-0.1202549940,-0.0003035321,0.0000002536,0.0055207598
5.390000,-0.1159362544,-0.0003049742,0.0000002499,0.0055000137
5.395000,-0.1115890821,-0.0003063240,0.0000002462,0.0054793456
5.400000,-0.1072145431,-0.0003075824,0.0000002426,0.0054587552
5.405000,-0.1028137103,-0.0003087501,0.0000002391,0.0054382422
5.410000,-0.0983876629,-0.0003098280,0.0000002356,0.0054178062
5.415000,-0.0939374865,-0.0003108171,0.0000002321,0.0053974470
5.420000,-0.0894642724,-0.0003117180,0.0000002287,0.0053771644
5.425000,-0.0849691175,-0.0003125318,0.0000002253,0.0053569579
5.430000,-0.0804531245,-0.0003132593,0.0000002220,0.0053368274
5.435000,-0.0759174007,-0.0003139013,0.0000002188,0.0053167726
5.440000,-0.0713630586,-0.0003144589,0.0000002156,0.0052967931
5.445000,-0.0667912150,-0.0003149329,0.0000002124,0.0052768886
5.450000,-0.0622029912,-0.0003153242,0.0000002093,0.0052570590
5.455000,-0.0575995125,-0.0003156338,0.0000002062,0.0052373039
5.460000,-0.0529819077,-0.0003158627,0.0000002032,0.0052176230
5.465000,-0.0483513094,-0.0003160117,0.0000002002,0.0051980161
5.470000,-0.0437088532,-0.0003160818,0.0000001972,0.0051784829
5.475000,-0.0390556776,-0.0003160740,0.0000001944,0.0051590231
5.480000,-0.0343929238,-0.0003159893,0.0000001915,0.0051396364
5.485000,-0.0297217353,-0.0003158286,0.0000001887,0.0051203225
5.490000,-0.0250432577,-0.0003155930,0.0000001859,0.0051010812
5.495000,-0.0203586384,-0.0003152834,0.0000001832,0.0050819123
5.500000,-0.0156690262,-0.0003149008,0.0000001805,0.0050628153
5.505000,-0.0109755713,-0.0003144462,0.0000001778,0.0050437902
5.510000,-0.0062794246,-0.0003139206,0.0000001752,0.0050248365
5.515000,-0.0015817380,-0.0003133251,0.0000001726,0.0050059540
5.520000,0.0031163366,-0.0003126606,0.0000001701,0.0049871425
5.525000,0.0078136468,-0.0003119282,0.0000001676,0.0049684017
5.530000,0.0125090409,-0.0003111289,0.0000001651,0.0049497313
5.535000,0.0172013671,-0.0003102637,0.0000001627,0.0049311311
5.540000,0.0218894748,-0.0003093337,0.0000001603,0.0049126008
5.545000,0.0265722142,-0.0003083399,0.0000001580,0.0048941401
5.550000,0.0312484369,-0.0003072832,0.0000001557,0.0048757488
5.555000,0.0359169961,-0.0003061649,0.0000001534,0.0048574266
5.560000,0.0405767468,-0.0003049859,0.0000001511,0.0048391732
5.565000,0.0452265463,-0.0003037472,0.0000001489,0.0048209884
5.570000,0.0498652542,-0.0003024499,0.0000001467,0.0048028720
5.575000,0.0544917329,-0.0003010950,0.0000001445,0.0047848237
5.580000,0.0591048478,-0.0002996837,0.0000001424,0.0047668431
5.585000,0.0637034675,-0.0002982168,0.0000001403,0.0047489302
5.590000,0.0682864642,-0.0002966956,0.0000001383,0.0047310845
5.595000,0.0728527141,-0.0002951210,0.0000001362,0.0047133059
5.600000,0.0774010971,-0.0002934940,0.0000001342,0.0046955942
5.605000,0.0819304980,-0.0002918158,0.0000001322,0.0046779489
5.610000,0.0864398058,-0.0002900874,0.0000001303,0.0046603700
5.615000,0.0909279146,-0.0002883097,0.0000001284,0.0046428572
5.620000,0.0953937239,-0.0002864840,0.0000001265,0.0046254101
5.625000,0.0998361383,-0.0002846112,0.0000001246,0.0046080287
5.630000,0.1042540684,-0.0002826923,0.0000001228,0.0045907125
5.635000,0.1086464307,-0.0002807284,0.0000001210,0.0045734614
5.640000,0.1130121481,-0.0002787205,0.0000001192,0.0045562751
5.645000,0.1173501497,-0.0002766697,0.0000001175,0.0045391534
5.650000,0.1216593718,-0.0002745770,0.0000001157,0.0045220961
5.655000,0.1259387576,-0.0002724435,0.0000001140,0.0045051029
5.660000,0.1301872575,-0.0002702701,0.0000001124,0.0044881735
5.665000,0.1344038297,-0.0002680579,0.0000001107,0.0044713077
5.670000,0.1385874400,-0.0002658079,0.0000001091,0.0044545053
5.675000,0.1427370624,-0.0002635212,0.0000001075,0.0044377661
5.680000,0.1468516793,-0.0002611987,0.0000001059,0.0044210897
5.685000,0.1509302815,-0.0002588414,0.0000001043,0.0044044760
5.690000,0.1549718688,-0.0002564504,0.0000001028,0.0043879248
5.695000,0.1589754501,-0.0002540267,0.0000001013,0.0043714357
5.700000,0.1629400434,-0.0002515713,0.0000000998,0.0043550086
5.705000,0.1668646765,-0.0002490851,0.0000000983,0.0043386433
5.710000,0.1707483869,-0.0002465691,0.0000000969,0.0043223394
5.715000,0.1745902221,-0.0002440244,0.0000000954,0.0043060968
5.720000,0.1783892399,-0.0002414519,0.0000000940,0.0042899153
5.725000,0.1821445086,-0.0002388526,0.0000000927,0.0042737945
5.730000,0.1858551073,-0.0002362274,0.0000000913,0.0042577344
5.735000,0.1895201260,-0.0002335774,0.0000000899,0.0042417345
5.740000,0.1931386658,-0.0002309034,0.0000000886,0.0042257948
5.745000,0.1967098393,-0.0002282064,0.0000000873,0.0042099150
5.750000,0.2002327708,-0.0002254874,0.0000000860,0.0041940949
5.755000,0.2037065961,-0.0002227473,0.0000000848,0.0041783343
5.760000,0.2071304634,-0.0002199870,0.0000000835,0.0041626328
5.765000,0.2105035330,-0.0002172074,0.0000000823,0.0041469904
5.770000,0.2138249777,-0.0002144096,0.0000000811,0.0041314067
5.775000,0.2170939829,-0.0002115943,0.0000000799,0.0041158816
5.780000,0.2203097469,-0.0002087625,0.0000000787,0.0041004148
5.785000,0.2234714810,-0.0002059151,0.0000000775,0.0040850062
5.790000,0.2265784098,-0.0002030529,0.0000000764,0.0040696555
5.795000,0.2296297714,-0.0002001769,0.0000000753,0.0040543624
5.800000,0.2326248175,-0.0001972879,0.0000000742,0.0040391268
5.805000,0.2355628135,-0.0001943868,0.0000000731,0.0040239485
5.810000,0.2384430389,-0.0001914744,0.0000000720,0.0040088272
5.815000,0.2412647873,-0.0001885517,0.0000000709,0.0039937627
5.820000,0.2440273668,-0.0001856193,0.0000000699,0.0039787549
5.825000,0.2467300998,-0.0001826783,0.0000000689,0.0039638034
5.830000,0.2493723234,-0.0001797293,0.0000000678,0.0039489081
5.835000,0.2519533898,-0.0001767733,0.0000000668,0.0039340688
5.840000,0.2544726658,-0.0001738109,0.0000000659,0.0039192853
5.845000,0.2569295337,-0.0001708431,0.0000000649,0.0039045573
5.850000,0.2593233909,-0.0001678706,0.0000000639,0.0038898847
5.855000,0.2616536503,-0.0001648942,0.0000000630,0.0038752671
5.860000,0.2639197405,-0.0001619147,0.0000000621,0.0038607046
5.865000,0.2661211057,-0.0001589328,0.0000000611,0.0038461967
5.870000,0.2682572061,-0.0001559493,0.0000000602,0.0038317434
5.875000,0.2703275177,-0.0001529649,0.0000000594,0.0038173444
5.880000,0.2723315328,-0.0001499804,0.0000000585,0.0038029995
5.885000,0.2742687600,-0.0001469965,0.0000000576,0.0037887085
5.890000,0.2761387242,-0.0001440140,0.0000000568,0.0037744712
5.895000,0.2779409667,-0.0001410334,0.0000000559,0.0037602874
5.900000,0.2796750456,-0.0001380557,0.0000000551,0.0037461569
5.905000,0.2813405356,-0.0001350813,0.0000000543,0.0037320794
5.910000,0.2829370282,-0.0001321110,0.0000000535,0.0037180549
5.915000,0.2844641319,-0.0001291456,0.0000000527,0.0037040832
5.920000,0.2859214723,-0.0001261855,0.0000000519,0.0036901639
5.925000,0.2873086918,-0.0001232316,0.0000000512,0.0036762969
5.930000,0.2886254503,-0.0001202844,0.0000000504,0.0036624820
5.935000,0.2898714249,-0.0001173446,0.0000000497,0.0036487190
5.940000,0.2910463099,-0.0001144128,0.0000000489,0.0036350078
5.945000,0.2921498173,-0.0001114897,0.0000000482,0.0036213481
5.950000,0.2931816765,-0.0001085757,0.0000000475,0.0036077397
5.955000,0.2941416342,-0.0001056715,0.0000000468,0.0035941824
5.960000,0.2950294553,-0.0001027778,0.0000000461,0.0035806761
5.965000,0.2958449218,-0.0000998950,0.0000000454,0.0035672206
5.970000,0.2965878339,-0.0000970238,0.0000000448,0.0035538156
5.975000,0.2972580092,-0.0000941647,0.0000000441,0.0035404609
5.980000,0.2978552836,-0.0000913183,0.0000000434,0.0035271565
5.985000,0.2983795104,-0.0000884850,0.0000000428,0.0035139021
5.990000,0.2988305611,-0.0000856654,0.0000000422,0.0035006974
5.995000,0.2992083252,-0.0000828600,0.0000000416,0.0034875424
6.000000,0.2995127099,-0.0000800694,0.0000000409,0.0034744369
6.005000,0.2997436406,-0.0000772941,0.0000000403,0.0034613805
6.010000,0.2999010607,-0.0000745344,0.0000000397,0.0034483733
6.015000,0.2999849315,-0.0000717909,0.0000000392,0.0034354149
6.020000,0.2999952326,-0.0000690641,0.0000000386,0.0034225052
6.025000,0.2999319613,-0.0000663544,0.0000000380,0.0034096440
6.030000,0.2997951332,-0.0000636623,0.0000000374,0.0033968312
6.035000,0.2995847819,-0.0000609881,0.0000000369,0.0033840665
6.040000,0.2993009588,-0.0000583324,0.0000000363,0.0033713498
6.045000,0.2989437338,-0.0000556956,0.0000000358,0.0033586808
6.050000,0.2985131943,-0.0000530780,0.0000000353,0.0033460595
6.055000,0.2980094459,-0.0000504800,0.0000000348,0.0033334856
6.060000,0.2974326122,-0.0000479021,0.0000000342,0.0033209589
6.065000,0.2967828346,-0.0000453447,0.0000000337,0.0033084794
6.070000,0.2960602725,-0.0000428080,0.0000000332,0.0032960467
6.075000,0.2952651032,-0.0000402924,0.0000000328,0.0032836607
6.080000,0.2943975215,-0.0000377984,0.0000000323,0.0032713213
6.085000,0.2934577404,-0.0000353262,0.0000000318,0.0032590282
6.090000,0.2924459902,-0.0000328761,0.0000000313,0.0032467814
6.095000,0.2913625190,-0.0000304486,0.0000000309,0.0032345805
6.100000,0.2902075927,-0.0000280439,0.0000000304,0.0032224256
6.105000,0.2889814944,-0.0000256622,0.0000000300,0.0032103162
6.110000,0.2876845249,-0.0000233040,0.0000000295,0.0031982524
6.115000,0.2863170022,-0.0000209694,0.0000000291,0.0031862340
6.120000,0.2848792617,-0.0000186588,0.0000000286,0.0031742607
6.125000,0.2833716559,-0.0000163725,0.0000000282,0.0031623323
6.130000,0.2817945547,-0.0000141106,0.0000000278,0.0031504489
6.135000,0.2801483448,-0.0000118734,0.0000000274,0.0031386100
6.140000,0.2784334299,-0.0000096612,0.0000000270,0.0031268157
6.145000,0.2766502305,-0.0000074741,0.0000000266,0.0031150656
6.150000,0.2747991842,-0.0000053125,0.0000000262,0.0031033598
6.155000,0.2728807446,-0.0000031765,0.0000000258,0.0030916979
6.160000,0.2708953825,-0.0000010663,0.0000000254,0.0030800798
6.165000,0.2688435846,0.0000010179,0.0000000251,0.0030685054
6.170000,0.2667258542,0.0000030759,0.0000000247,0.0030569745
6.175000,0.2645427106,0.0000051075,0.0000000243,0.0030454870
6.180000,0.2622946892,0.0000071125,0.0000000240,0.0030340425
6.185000,0.2599823414,0.0000090909,0.0000000236,0.0030226411
6.190000,0.2576062342,0.0000110424,0.0000000233,0.0030112826
6.195000,0.2551669504,0.0000129670,0.0000000229,0.0029999667
6.200000,0.2526650881,0.0000148644,0.0000000226,0.0029886934
6.205000,0.2501012610,0.0000167346,0.0000000222,0.0029774624
6.210000,0.2474760978,0.0000185774,0.0000000219,0.0029662736
6.215000,0.2447902424,0.0000203927,0.0000000216,0.0029551269
6.220000,0.2420443533,0.0000221805,0.0000000213,0.0029440220
6.225000,0.2392391042,0.0000239406,0.0000000210,0.0029329589
6.230000,0.2363751828,0.0000256729,0.0000000206,0.0029219374
6.235000,0.2334532915,0.0000273775,0.0000000203,0.0029109572
6.240000,0.2304741471,0.0000290541,0.0000000200,0.0029000184
6.245000,0.2274384800,0.0000307028,0.0000000197,0.0028891206
6.250000,0.2243470347,0.0000323235,0.0000000194,0.0028782638
6.255000,0.2212005695,0.0000339161,0.0000000192,0.0028674478
6.260000,0.2179998560,0.0000354806,0.0000000189,0.0028566724
6.265000,0.2147456790,0.0000370170,0.0000000186,0.0028459375
6.270000,0.2114388368,0.0000385252,0.0000000183,0.0028352430
6.275000,0.2080801403,0.0000400053,0.0000000181,0.0028245887
6.280000,0.2046704131,0.0000414572,0.0000000178,0.0028139744
6.285000,0.2012104915,0.0000428809,0.0000000175,0.0028033999
6.290000,0.1977012241,0.0000442765,0.0000000173,0.0027928652
6.295000,0.1941434715,0.0000456438,0.0000000170,0.0027823701
6.300000,0.1905381061,0.0000469831,0.0000000168,0.0027719145
6.305000,0.1868860122,0.0000482942,0.0000000165,0.0027614981
6.310000,0.1831880855,0.0000495772,0.0000000163,0.0027511209
6.315000,0.1794452328,0.0000508322,0.0000000160,0.0027407827
6.320000,0.1756583721,0.0000520591,0.0000000158,0.0027304833
6.325000,0.1718284320,0.0000532581,0.0000000156,0.0027202226
6.330000,0.1679563519,0.0000544291,0.0000000153,0.0027100005
6.335000,0.1640430813,0.0000555724,0.0000000151,0.0026998168
6.340000,0.1600895799,0.0000566878,0.0000000149,0.0026896713
6.345000,0.1560968174,0.0000577756,0.0000000147,0.0026795640
6.350000,0.1520657730,0.0000588357,0.0000000144,0.0026694947
6.355000,0.1479974351,0.0000598683,0.0000000142,0.0026594632
6.360000,0.1438928017,0.0000608734,0.0000000140,0.0026494694
6.365000,0.1397528792,0.0000618512,0.0000000138,0.0026395132
6.370000,0.1355786831,0.0000628017,0.0000000136,0.0026295943
6.375000,0.1313712370,0.0000637251,0.0000000134,0.0026197128
6.380000,0.1271315727,0.0000646215,0.0000000132,0.0026098684
6.385000,0.1228607300,0.0000654910,0.0000000130,0.0026000609
6.390000,0.1185597564,0.0000663337,0.0000000128,0.0025902904
6.395000,0.1142297066,0.0000671497,0.0000000126,0.0025805565
6.400000,0.1098716425,0.0000679392,0.0000000124,0.0025708592
6.405000,0.1054866330,0.0000687023,0.0000000123,0.0025611984
6.410000,0.1010757533,0.0000694391,0.0000000121,0.0025515739
6.415000,0.0966400854,0.0000701499,0.0000000119,0.0025419855
6.420000,0.0921807170,0.0000708347,0.0000000117,0.0025324331
6.425000,0.0876987417,0.0000714938,0.0000000115,0.0025229167
6.430000,0.0831952587,0.0000721272,0.0000000114,0.0025134360
6.435000,0.0786713725,0.0000727351,0.0000000112,0.0025039910
6.440000,0.0741281926,0.0000733177,0.0000000110,0.0024945814
6.445000,0.0695668331,0.0000738753,0.0000000109,0.0024852072
6.450000,0.0649884126,0.0000744078,0.0000000107,0.0024758682
6.455000,0.0603940541,0.0000749156,0.0000000106,0.0024665644
6.460000,0.0557848842,0.0000753989,0.0000000104,0.0024572955
6.465000,0.0511620334,0.0000758577,0.0000000102,0.0024480614
6.470000,0.0465266354,0.0000762923,0.0000000101,0.0024388620
6.475000,0.0418798269,0.0000767030,0.0000000099,0.0024296972
6.480000,0.0372227476,0.0000770898,0.0000000098,0.0024205668
6.485000,0.0325565396,0.0000774530,0.0000000096,0.0024114707
6.490000,0.0278823473,0.0000777928,0.0000000095,0.0024024088
6.495000,0.0232013170,0.0000781095,0.0000000094,0.0023933810
6.500000,0.0185145966,0.0000784031,0.0000000092,0.0023843871
6.505000,0.0138233357,0.0000786740,0.0000000091,0.0023754270
6.510000,0.0091286847,0.0000789223,0.0000000090,0.0023665006
6.515000,0.0044317949,0.0000791484,0.0000000088,0.0023576077
6.520000,-0.0002661818,0.0000793523,0.0000000087,0.0023487482
6.525000,-0.0049640932,0.0000795343,0.0000000086,0.0023399220
6.530000,-0.0096607872,0.0000796947,0.0000000084,0.0023311290
6.535000,-0.0143551119,0.0000798336,0.0000000083,0.0023223690
6.540000,-0.0190459161,0.0000799514,0.0000000082,0.0023136420
6.545000,-0.0237320494,0.0000800482,0.0000000081,0.0023049477
6.550000,-0.0284123626,0.0000801244,0.0000000079,0.0022962861
6.555000,-0.0330857077,0.0000801800,0.0000000078,0.0022876571
6.560000,-0.0377509387,0.0000802154,0.0000000077,0.0022790604
6.565000,-0.0424069115,0.0000802308,0.0000000076,0.0022704961
6.570000,-0.0470524842,0.0000802265,0.0000000075,0.0022619640
6.575000,-0.0516865176,0.0000802026,0.0000000074,0.0022534639
6.580000,-0.0563078750,0.0000801596,0.0000000073,0.0022449958
6.585000,-0.0609154233,0.0000800975,0.0000000072,0.0022365595
6.590000,-0.0655080323,0.0000800166,0.0000000071,0.0022281549
6.595000,-0.0700845759,0.0000799173,0.0000000069,0.0022197819
6.600000,-0.0746439315,0.0000797998,0.0000000068,0.0022114404
6.605000,-0.0791849811,0.0000796642,0.0000000067,0.0022031302
6.610000,-0.0837066110,0.0000795109,0.0000000066,0.0021948512
6.615000,-0.0882077122,0.0000793402,0.0000000065,0.0021866033
6.620000,-0.0926871810,0.0000791522,0.0000000064,0.0021783864
6.625000,-0.0971439186,0.0000789473,0.0000000064,0.0021702004
6.630000,-0.1015768323,0.0000787257,0.0000000063,0.0021620452
6.635000,-0.1059848347,0.0000784877,0.0000000062,0.0021539206
6.640000,-0.1103668448,0.0000782335,0.0000000061,0.0021458266
6.645000,-0.1147217881,0.0000779634,0.0000000060,0.0021377629
6.650000,-0.1190485964,0.0000776777,0.0000000059,0.0021297296
6.655000,-0.1233462086,0.0000773766,0.0000000058,0.0021217264
6.660000,-0.1276135708,0.0000770604,0.0000000057,0.0021137534
6.665000,-0.1318496364,0.0000767293,0.0000000056,0.0021058103
6.670000,-0.1360533665,0.0000763837,0.0000000056,0.0020978970
6.675000,-0.1402237303,0.0000760237,0.0000000055,0.0020900135
6.680000,-0.1443597048,0.0000756497,0.0000000054,0.0020821596
6.685000,-0.1484602759,0.0000752619,0.0000000053,0.0020743352
6.690000,-0.1525244378,0.0000748607,0.0000000052,0.0020665402
6.695000,-0.1565511939,0.0000744461,0.0000000052,0.0020587745
6.700000,-0.1605395566,0.0000740186,0.0000000051,0.0020510380
6.705000,-0.1644885478,0.0000735784,0.0000000050,0.0020433305
6.710000,-0.1683971989,0.0000731257,0.0000000049,0.0020356520
6.715000,-0.1722645515,0.0000726608,0.0000000049,0.0020280024
